
================================================================================
Logging started at: 2025-11-30 16:43:40.226143
Log file: C:\Users\yasmi\OneDrive\Desktop\Uni - Master's\Fall 2025\MLR 570\Motif-Aware-Temporal-GNNs-for-Anti-Money-Laundering-Detection\logs\HI-Small_Trans_RAT_high\seed1337_experiment2\graphsage\seed1337_experiment2_20251130_164340.txt
================================================================================

[INFO] Logging to: C:\Users\yasmi\OneDrive\Desktop\Uni - Master's\Fall 2025\MLR 570\Motif-Aware-Temporal-GNNs-for-Anti-Money-Laundering-Detection\logs\HI-Small_Trans_RAT_high\seed1337_experiment2\graphsage\seed1337_experiment2_20251130_164340.txt
================================================================================
EXPERIMENT CONFIG SUMMARY
================================================================================

[DATASET]
  Name:       HI-Small_Trans_RAT_high
  Theory:     RAT
  Intensity:  high

[MODEL]
  GraphSAGE
  Hidden dim: 128

[PATHS]
  Graphs:     C:\Users\yasmi\OneDrive\Desktop\Uni - Master's\Fall 2025\MLR 570\Motif-Aware-Temporal-GNNs-for-Anti-Money-Laundering-Detection\graphs\HI-Small_Trans_RAT_high
  Splits:     C:\Users\yasmi\OneDrive\Desktop\Uni - Master's\Fall 2025\MLR 570\Motif-Aware-Temporal-GNNs-for-Anti-Money-Laundering-Detection\splits\HI-Small_Trans_RAT_high
  Results:    C:\Users\yasmi\OneDrive\Desktop\Uni - Master's\Fall 2025\MLR 570\Motif-Aware-Temporal-GNNs-for-Anti-Money-Laundering-Detection\results\HI-Small_Trans_RAT_high\seed1337_experiment2\graphsage
  Logs:       C:\Users\yasmi\OneDrive\Desktop\Uni - Master's\Fall 2025\MLR 570\Motif-Aware-Temporal-GNNs-for-Anti-Money-Laundering-Detection\logs\HI-Small_Trans_RAT_high\seed1337_experiment2\graphsage
================================================================================

[DEVICE] cuda


======================================================================
GPU Mini-Batch Training (GraphSAGE Stable)
======================================================================
Train batch size: 8192
Eval batch size:  16384
Mixed Precision:  False (disabled)
Device:           cuda
======================================================================

Loading graph tensors...
Nodes: 515,080, Edges: 5,078,415
Node features: 6, Edge features: 58
Train: 3,047,049, Val: 1,015,683, Test: 1,015,683
pos_weight: 100.00

Starting training for 350 epochs...

Epoch 001 | loss=40.4988 | val_F1=0.0240 | val_AUPR=0.0018 | time=47.11s
Epoch 002 | loss=10.6884 | val_F1=0.0038 | val_AUPR=0.0012 | time=47.99s
Epoch 003 | loss=4.0297 | val_F1=0.0213 | val_AUPR=0.0021 | time=47.66s
Epoch 004 | loss=1.2883 | val_F1=0.0038 | val_AUPR=0.0014 | time=49.29s
Epoch 005 | loss=0.6873 | val_F1=0.0037 | val_AUPR=0.0015 | time=48.89s
Epoch 006 | loss=0.5221 | val_F1=0.0038 | val_AUPR=0.0015 | time=49.45s
Epoch 007 | loss=0.4829 | val_F1=0.0035 | val_AUPR=0.0015 | time=51.68s
Epoch 008 | loss=0.4375 | val_F1=0.0041 | val_AUPR=0.0018 | time=48.73s
Epoch 009 | loss=0.4275 | val_F1=0.0156 | val_AUPR=0.0027 | time=49.82s
Epoch 010 | loss=0.4058 | val_F1=0.0189 | val_AUPR=0.0029 | time=49.36s
Epoch 011 | loss=0.3962 | val_F1=0.0411 | val_AUPR=0.0056 | time=49.03s
Epoch 012 | loss=0.4110 | val_F1=0.0423 | val_AUPR=0.0056 | time=48.98s
Epoch 013 | loss=0.3901 | val_F1=0.0386 | val_AUPR=0.0054 | time=49.02s
Epoch 014 | loss=0.3622 | val_F1=0.0531 | val_AUPR=0.0110 | time=49.13s
Epoch 015 | loss=0.3660 | val_F1=0.0597 | val_AUPR=0.0109 | time=49.30s
Epoch 016 | loss=0.3526 | val_F1=0.0592 | val_AUPR=0.0113 | time=49.32s
Epoch 017 | loss=0.3524 | val_F1=0.0575 | val_AUPR=0.0135 | time=49.15s
Epoch 018 | loss=0.3457 | val_F1=0.0466 | val_AUPR=0.0082 | time=49.03s
Epoch 019 | loss=0.3421 | val_F1=0.0687 | val_AUPR=0.0152 | time=49.19s
Epoch 020 | loss=0.3348 | val_F1=0.0739 | val_AUPR=0.0167 | time=49.22s
Epoch 021 | loss=0.3390 | val_F1=0.0610 | val_AUPR=0.0115 | time=49.19s
Epoch 022 | loss=0.3325 | val_F1=0.0511 | val_AUPR=0.0098 | time=47.90s
Epoch 023 | loss=0.3304 | val_F1=0.0646 | val_AUPR=0.0134 | time=49.01s
Epoch 024 | loss=0.3420 | val_F1=0.0772 | val_AUPR=0.0163 | time=49.22s
Epoch 025 | loss=0.3307 | val_F1=0.0793 | val_AUPR=0.0187 | time=49.54s
Epoch 026 | loss=0.3172 | val_F1=0.0907 | val_AUPR=0.0250 | time=48.72s
Epoch 027 | loss=0.3113 | val_F1=0.0796 | val_AUPR=0.0164 | time=49.25s
Epoch 028 | loss=0.3107 | val_F1=0.0952 | val_AUPR=0.0277 | time=49.02s
Epoch 029 | loss=0.3110 | val_F1=0.0957 | val_AUPR=0.0285 | time=48.23s
Epoch 030 | loss=0.3044 | val_F1=0.1049 | val_AUPR=0.0298 | time=49.17s
Epoch 031 | loss=0.3083 | val_F1=0.0930 | val_AUPR=0.0241 | time=49.38s
Epoch 032 | loss=0.3072 | val_F1=0.1065 | val_AUPR=0.0333 | time=47.74s
Epoch 033 | loss=0.2941 | val_F1=0.1085 | val_AUPR=0.0336 | time=47.75s
Epoch 034 | loss=0.2995 | val_F1=0.1087 | val_AUPR=0.0336 | time=47.86s
Epoch 035 | loss=0.2883 | val_F1=0.1178 | val_AUPR=0.0376 | time=48.16s
Epoch 036 | loss=0.2835 | val_F1=0.1165 | val_AUPR=0.0356 | time=48.90s
Epoch 037 | loss=0.2816 | val_F1=0.1218 | val_AUPR=0.0390 | time=49.75s
